2019/10/29 8:47:41,24.0009669,
2019/10/29 8:47:44,24.0055681,
2019/10/29 8:47:47,24.0106107,
2019/10/29 8:47:49,24.0168639,
2019/10/29 8:47:52,24.0253946,
2019/10/29 8:47:54,24.0297753,
2019/10/29 8:47:57,24.0380281,
2019/10/29 8:47:59,24.0439079,
2019/10/29 8:48:02,24.0569418,
2019/10/29 8:48:04,24.0633573,
2019/10/29 8:48:07,24.0719828,
2019/10/29 8:48:09,24.0769443,
2019/10/29 8:48:12,24.0804959,
2019/10/29 8:48:14,24.0876661,
2019/10/29 8:48:17,24.0940395,
2019/10/29 8:48:19,24.0980207,
2019/10/29 8:48:22,24.1014965,
2019/10/29 8:48:24,24.1032288,
2019/10/29 8:48:27,24.1102631,
2019/10/29 8:48:29,24.1159066,
2019/10/29 8:48:32,24.118468,
2019/10/29 8:48:34,24.1190529,
2019/10/29 8:48:37,24.123606,
2019/10/29 8:48:39,24.1296775,
2019/10/29 8:48:42,24.1352537,
2019/10/29 8:48:44,24.135043,
2019/10/29 8:48:47,24.1359719,
2019/10/29 8:48:49,24.1417801,
2019/10/29 8:48:52,24.1510953,
2019/10/29 8:48:54,24.1572222,
2019/10/29 8:48:57,24.162246,
2019/10/29 8:49:00,24.168309,
2019/10/29 8:49:02,24.1771156,
2019/10/29 8:49:05,24.1786307,
2019/10/29 8:49:07,24.1778036,
2019/10/29 8:49:10,24.1758561,
2019/10/29 8:49:12,24.179993,
2019/10/29 8:49:15,24.1858707,
2019/10/29 8:49:17,24.1884266,
2019/10/29 8:49:20,24.1924552,
2019/10/29 8:49:22,24.1933963,
2019/10/29 8:49:25,24.1922267,
2019/10/29 8:49:27,24.1886287,
2019/10/29 8:49:30,24.1905199,
2019/10/29 8:49:32,24.2010582,
2019/10/29 8:49:35,24.205105,
2019/10/29 8:49:37,24.2022851,
2019/10/29 8:49:40,24.2053833,
2019/10/29 8:49:42,24.2159307,
2019/10/29 8:49:45,24.2286398,
2019/10/29 8:49:47,24.2410099,
2019/10/29 8:49:50,24.2495786,
2019/10/29 8:49:52,24.2592732,
2019/10/29 8:49:55,24.2668265,
2019/10/29 8:49:57,24.2734528,
2019/10/29 8:50:00,24.2785814,
2019/10/29 8:50:02,24.2834343,
2019/10/29 8:50:05,24.2871057,
2019/10/29 8:50:07,24.2906414,
2019/10/29 8:50:10,24.2970483,
2019/10/29 8:50:12,24.3020252,
2019/10/29 8:50:15,24.3023024,
2019/10/29 8:50:17,24.3050475,
2019/10/29 8:50:20,24.3110308,
2019/10/29 8:50:22,24.315255,
2019/10/29 8:50:25,24.3211942,
2019/10/29 8:50:27,24.3281475,
2019/10/29 8:50:30,24.3323174,
2019/10/29 8:50:32,24.3371203,
2019/10/29 8:50:35,24.3437724,
2019/10/29 8:50:37,24.3481381,
2019/10/29 8:50:40,24.3544197,
2019/10/29 8:50:42,24.3587988,
2019/10/29 8:50:45,24.3589908,
